muni_id,muni_name_first,precip_mean_mean,precip_mean_std,precip_min_mean,precip_max_mean,precip_std_mean,precip_anomaly_mean_mean,precip_anomaly_mean_std,precip_anomaly_min_mean,precip_anomaly_max_mean,precip_anomaly_std_mean,soil_mean_mean,soil_mean_std,soil_min_mean,soil_max_mean,soil_std_mean,soil_anomaly_mean_mean,soil_anomaly_mean_std,soil_anomaly_min_mean,soil_anomaly_max_mean,soil_anomaly_std_mean,mean_distance_to_others_first,min_distance_to_others_first,max_distance_to_others_first,centroid_lon,centroid_lat,cluster,cluster_pca,cluster_spatial,cluster_hierarchical,cluster_gmm,cluster_dbscan,cluster_agglom_spatial,muni_norm,cluster_aligned
291,Novo Barreiro,5.199298,11.536395,4.261975,6.222127,0.75856274,-4.674376e-08,11.336734,-1.2211934,1.2867923,0.94943357,,,,,,,,,,,1.8443298963777288,0.1017266360135041,5.760655318140987,-53.11598618397686,-27.899529747845182,1,3,4,5,1,-1,3,novo barreiro,3
292,Osório,4.161892,9.2163725,2.5026336,6.5064077,1.1638837,6.2663736e-09,9.064699,-2.3373725,2.8090267,1.4351593,0.27836114,0.045507688,0.22069193,0.36278623,0.05034951,0.002065567,0.04230424,-0.01655317,0.020331798,0.012531544,2.75859562217014,0.121195289826409,7.0716900287439195,-50.26753118258237,-29.915894019531205,5,4,7,2,8,-1,1,osório,9
293,Paim Filho,5.0624657,11.295647,3.9401011,6.3503633,0.8624685,-1.6936146e-10,11.095216,-1.4851922,1.612791,1.0756602,0.42829508,0.052240204,0.4259214,0.4306687,0.002373645,-0.00036851468,0.050008595,-0.0027263968,0.0019893677,0.0023578822,2.0427120942113093,0.0931109951489167,6.15102635268435,-51.7803707815689,-27.722063601392957,1,3,4,5,1,0,7,paim filho,7
294,Palmares do Sul,3.7612963,8.60669,2.2144053,6.071807,1.0526978,-3.120485e-08,8.462967,-2.2024689,2.7745233,1.2965387,0.22672665,0.061438546,0.20145538,0.2894711,0.02842549,0.0017974274,0.05421318,-0.009969413,0.01339955,0.0077785715,2.8169113283786813,0.2168137729748568,6.889317832776136,-50.4492137357997,-30.36236963839868,5,4,7,2,4,-1,1,palmares do sul,9
295,Palmeira das Missões,5.3105536,11.648046,3.1218314,8.452005,1.3894094,2.1932308e-08,11.4373665,-2.9705756,3.71161,1.6677167,0.43263376,0.04824443,0.41380817,0.44510153,0.008671261,-0.0006701182,0.046122454,-0.015573576,0.01226546,0.0077966577,1.90243089147432,0.2158927964833306,5.71261148764765,-53.38229164936717,-27.940006401141115,0,0,9,3,3,-1,7,palmeira das missões,3
296,Palmitinho,5.205041,11.409872,4.187322,6.339824,0.79694057,1.0331048e-08,11.194298,-1.327111,1.4147261,0.9931214,0.41936362,0.060602814,0.41936362,0.41936362,0.0,-0.0012105986,0.057784803,-0.0012105986,-0.0012105986,0.0,2.2885713572184336,0.0776114344103839,6.327144320394994,-53.58784636688808,-27.32781612025615,6,7,1,0,1,0,3,palmitinho,3
297,Panambi,5.176019,11.6963215,3.6437135,7.105199,1.0445759,-1.9137843e-08,11.493236,-2.0545187,2.3537772,1.2845625,0.43145025,0.04934059,0.42423397,0.43866077,0.0052784514,-0.0009613652,0.046732128,-0.008032296,0.0059369397,0.005101564,1.8386028424843648,0.1513137134583493,5.323828411911287,-53.50742664905876,-28.32955053349926,0,0,4,3,3,0,7,panambi,3
298,Pantano Grande,4.2880907,9.618905,2.7573814,6.473713,1.0383135,6.562756e-10,9.443592,-2.1405082,2.603485,1.2696632,0.4173912,0.05790787,0.4050644,0.43268088,0.009668505,-0.00054566894,0.05058039,-0.011239079,0.010286953,0.0073960833,2.017382667356655,0.2440744469132195,4.965479972639267,-52.37095951235126,-30.25775745774023,3,5,0,2,0,-1,0,pantano grande,6
299,Paraí,5.14232,11.383733,4.4471745,5.8803678,0.59260356,5.715949e-09,11.198236,-0.9280282,0.9662838,0.7691379,,,,,,,,,,,1.694764616375712,0.0660281565742397,5.759727509419329,-51.788350138364166,-28.600301587838533,1,3,4,0,7,0,7,paraí,7
300,Paraíso do Sul,4.8399434,10.9870825,3.5091677,6.4807873,0.94362575,9.822964e-09,10.796785,-1.8180517,2.026891,1.181341,0.4279647,0.052553106,0.41738006,0.43569484,0.008021795,-0.000671799,0.048424426,-0.0076793698,0.0061095557,0.005962601,1.8407404255684372,0.1373143397149336,4.238495328785813,-53.12130972691188,-29.69625252633315,0,0,3,3,3,3,2,paraíso do sul,0
301,Pareci Novo,4.4566307,9.952328,4.090398,4.8228636,0.36623293,4.826801e-09,9.774591,-0.48093614,0.48093617,0.48093614,,,,,,,,,,,1.892417852413401,0.064865805326072,5.9371177949502325,-51.4228745573308,-29.610447053243863,9,1,8,1,7,2,4,pareci novo,5
302,Parobé,4.3841505,9.765484,3.6454175,5.1967154,0.63647616,4.1281853e-09,9.595858,-0.9817187,1.0269837,0.8101004,0.44229406,0.043324746,0.44229406,0.44229406,0.0,0.00069081393,0.041031953,0.00069081393,0.00069081393,0.0,2.2341103893912373,0.0820945664961936,6.49783590612431,-50.856131202872035,-29.659182979969668,9,1,8,9,7,-1,4,parobé,1
303,Passa Sete,5.2561884,11.670368,3.9377027,6.795501,0.95957327,-4.5304187e-09,11.472719,-1.7446951,1.9238904,1.1943109,0.43535843,0.047763713,0.4321453,0.43857154,0.0032131367,3.3009917e-05,0.04510244,-0.0026924147,0.0027584345,0.0027254245,1.6903668121436275,0.1400083083587196,4.521830631862463,-52.86990150229387,-29.439209790055553,1,3,3,0,5,-1,2,passa sete,0
304,Passo do Sobrado,4.4992437,10.037363,3.4404569,5.7324176,0.8051768,-2.0026992e-08,9.860435,-1.4089594,1.5372081,1.0057676,0.42611822,0.055326074,0.4241141,0.42812234,0.0020041,-0.00037011885,0.050452773,-0.0023602212,0.0016199835,0.0019901022,1.7568220573740767,0.150729122069528,5.10523158596247,-52.24514507867204,-29.759303324914164,3,5,0,9,0,-1,9,passo do sobrado,5
305,Passo Fundo,5.143917,11.399498,3.3604841,7.5562954,1.198569,-1.9180185e-08,11.208087,-2.4382021,2.8962133,1.4629897,0.43292758,0.048696984,0.42448437,0.4407829,0.005452118,-0.0002908213,0.046602633,-0.008534143,0.007394924,0.005333957,1.653767659675826,0.1828131223967447,5.468611830523447,-52.45249573089884,-28.268889701603737,0,0,4,3,3,-1,2,passo fundo,7
306,Paulo Bento,5.206526,11.524162,4.1540194,6.404658,0.8167262,2.2948477e-08,11.321853,-1.3990026,1.5114921,1.0253586,0.43425304,0.047855932,0.43425304,0.43425304,0.0,-0.0011031211,0.04626517,-0.0011031211,-0.0011031211,0.0,1.8982001950379217,0.1242685324407142,6.029485224000706,-52.39469386416318,-27.70961794487428,1,3,4,0,1,0,7,paulo bento,7
307,Paverama,4.549582,10.004437,3.5498493,5.711671,0.7540085,-1.7359548e-09,9.829513,-1.3398919,1.4582129,0.9464303,0.4286427,0.05351139,0.4286427,0.4286427,0.0,0.0004924664,0.050137665,0.0004924664,0.0004924664,0.0,1.7661854957090943,0.0978415427858532,5.63708498311547,-51.72835015520834,-29.569266144887752,9,1,8,1,7,4,4,paverama,5
308,Pedras Altas,4.034517,9.767098,2.3321886,6.583647,1.1208354,-1.9518907e-08,9.606047,-2.452202,3.0789561,1.3962088,0.38191107,0.06667899,0.3552512,0.40641958,0.015524582,0.0006775872,0.05606651,-0.012086782,0.0126877725,0.007273865,3.4085532496461743,0.2897003171467645,4.907983352893251,-53.691278471282075,-31.83897375243066,2,2,5,2,2,-1,0,pedras altas,2
309,Pedro Osório,3.9727075,9.549575,2.6347983,5.750571,0.9112888,4.1250097e-08,9.399001,-1.8757311,2.2031653,1.1462101,0.33588374,0.06861392,0.31425753,0.36533993,0.021873424,0.0010536688,0.05867204,-0.005729842,0.0077760597,0.0049349405,3.33130437222846,0.233537435698065,4.837222705064723,-52.87250221259877,-31.959730379675484,3,5,5,2,0,-1,0,pedro osório,2
310,Pejuçara,5.1019673,11.55425,3.7426898,6.806034,0.9425681,-2.1000819e-08,11.3474245,-1.8302654,2.0843654,1.1637179,0.4276004,0.052466914,0.4210541,0.4339942,0.0049632904,-0.00075521413,0.048845913,-0.0067982,0.0050633964,0.0045736507,1.8546542452830908,0.1513137134583493,5.2018491599140955,-53.59373196186484,-28.45383743088591,1,3,3,3,3,0,7,pejuçara,0
311,Pelotas,4.152676,9.651396,2.203372,7.347438,1.3004006,-2.2757945e-08,9.485144,-2.8296297,3.740124,1.5894644,0.40253386,0.057402804,0.34419742,0.42758983,0.023198495,0.0003852833,0.05070938,-0.014052564,0.013066664,0.007909505,2.9912657293693172,0.15170280749079,5.194789783783122,-52.34116884191611,-31.581229209152824,2,2,5,2,2,-1,0,pelotas,2
312,Picada Café,4.7579584,10.54287,4.302063,5.2138534,0.45589522,-1.0246367e-08,10.356619,-0.5894535,0.5894535,0.5894535,0.45076317,0.032935202,0.45076317,0.45076317,0.0,0.00046741834,0.032176726,0.00046741834,0.00046741834,0.0,2.020048369150857,0.0843082609161109,6.264355672594213,-51.109135261072375,-29.46069677610691,9,1,8,1,7,0,4,picada café,5
313,Pinhal,5.1342897,11.554237,5.1342897,5.1342897,0.0,1.2490407e-08,11.347948,1.2490407e-08,1.2490407e-08,0.0,0.42482772,0.054679938,0.42482772,0.42482772,0.0,-0.0009868499,0.052156374,-0.0009868499,-0.0009868499,0.0,2.0566111708510326,0.0754648438407052,6.126157614103085,-53.235058035851274,-27.528956282182843,6,7,1,1,1,-1,3,pinhal,3
314,Pinhal da Serra,5.051312,11.169564,3.3906739,7.2717967,1.1925323,6.8167982e-09,10.970672,-2.2507827,2.684017,1.4568616,0.43941873,0.042001642,0.43155238,0.44687203,0.005807667,-0.00017710762,0.040667564,-0.0068073017,0.0062365783,0.0049893,2.2463242988789953,0.1905434342212409,6.5332947920814695,-51.21940983113162,-27.853581014928512,8,8,6,5,3,-1,5,pinhal da serra,7
315,Pinhal Grande,5.1195955,11.332026,3.547697,7.0911665,1.0743366,-8.044669e-10,11.137374,-2.0937865,2.4238856,1.3228066,0.42170924,0.05950392,0.4115331,0.43074012,0.007012882,-0.00073054485,0.054970667,-0.0089047,0.0073102503,0.005959105,1.7863024810766617,0.1631646311815379,4.361758703677033,-53.335631843962766,-29.291459599505497,0,0,3,3,3,3,2,pinhal grande,0
316,Pinheirinho do Vale,5.2142715,11.512742,4.372929,6.1483994,0.67691845,1.4734446e-08,11.293607,-1.0967866,1.1648782,0.84665525,0.4292512,0.05163924,0.4292512,0.4292512,0.0,-0.0011192772,0.049557984,-0.0011192772,-0.0011192772,0.0,2.377337584897951,0.079735991915687,6.434667995328797,-53.63430129913382,-27.221684522465026,6,7,1,0,1,0,3,pinheirinho do vale,3
317,Pinheiro Machado,4.3410563,10.097384,2.0659893,8.209473,1.5283911,9.3783905e-09,9.930932,-3.2831805,4.490338,1.8466554,0.3299648,0.07115922,0.30851328,0.3736236,0.018476177,-0.00015694654,0.061288487,-0.015248485,0.014681311,0.008577118,2.980835144707456,0.3120209424081807,4.417348217265934,-53.4134544748072,-31.40510174384634,2,2,5,6,2,-1,0,pinheiro machado,2
318,Pinto Bandeira,5.0517993,11.041703,4.1219254,6.0408807,0.7831051,-2.794464e-09,10.854404,-1.2036539,1.2606527,0.99188906,0.44291383,0.040418543,0.43976793,0.44605976,0.0031459061,0.0006742905,0.03902496,-0.0023377293,0.0036863105,0.00301202,1.787195578688556,0.0957777667603152,5.968219727684589,-51.461682313946795,-29.09294339550678,9,8,8,5,5,0,4,pinto bandeira,5
319,Pirapó,5.0330954,12.10464,3.94719,6.30069,0.80300796,2.455741e-08,11.881806,-1.4598019,1.6103641,1.0174866,0.35820282,0.07130512,0.34191146,0.37449417,0.016291358,-0.0036962307,0.06463276,-0.008103773,0.0007113116,0.0044075423,3.01800486592482,0.1378795534312684,5.879894813142778,-55.24442719554651,-28.065223729788137,6,7,1,0,1,-1,3,pirapó,8
320,Piratini,4.3155317,9.888483,1.832931,8.769545,1.6541713,2.106433e-08,9.723109,-3.6218166,5.1152105,1.9904976,0.33048642,0.06748776,0.30369753,0.41363803,0.021809325,0.000550749,0.05846326,-0.01947604,0.019781247,0.010237739,2.9334288505975312,0.3120209424081807,4.423515571742564,-53.10324819226287,-31.438704284990028,2,2,5,6,2,-1,0,piratini,2
321,Planalto,5.321637,11.765178,3.9430313,6.9234066,0.9931528,1.2702109e-10,11.549353,-1.8071218,1.9868333,1.2265072,0.43005052,0.049900867,0.42717767,0.43292338,0.00287285,-0.00089330494,0.047896616,-0.0033130103,0.0015264006,0.0024197055,2.15028484512786,0.1184980927979637,6.325711302741861,-53.07795536660958,-27.33569056006568,1,3,4,0,1,0,7,planalto,3
322,Poço das Antas,4.7063065,10.454053,4.2654324,5.1471796,0.44087353,5.8006298e-09,10.2768345,-0.57802796,0.57802796,0.57802796,0.442997,0.039698053,0.442997,0.442997,0.0,0.00089038344,0.038299367,0.00089038344,0.00089038344,0.0,1.7583302290420548,0.0927813185722192,5.737989518237689,-51.640816035549975,-29.446117851601365,9,1,8,1,7,0,4,poço das antas,5
323,Pontão,5.2055826,11.444063,3.587037,7.3208947,1.1279123,9.35722e-09,11.2492285,-2.1820652,2.5693808,1.3773625,0.43493584,0.046767075,0.42836687,0.44119003,0.0049488144,-0.0005667792,0.044912178,-0.0069665113,0.0055160373,0.0048025176,1.7323691561257244,0.1511401319926504,5.66898723671862,-52.64125292671286,-28.036289661068633,0,0,4,3,3,0,2,pontão,7
324,Ponte Preta,5.2266407,11.611846,4.45409,6.064677,0.66206086,1.6936145e-09,11.414518,-1.012594,1.0655234,0.8389038,0.43459728,0.04715738,0.43215016,0.43704444,0.0024471404,-0.0011084684,0.045684583,-0.0035325035,0.0013155667,0.0024240352,1.9196288725997737,0.1142043667375004,6.0658504900092005,-52.50622106972649,-27.654805988384776,1,3,4,0,1,0,7,ponte preta,7
325,Portão,4.3950553,9.798127,3.4116762,5.5061436,0.75648004,-2.214401e-08,9.625308,-1.3113874,1.4080554,0.9565189,0.43354344,0.049013376,0.42963442,0.4374525,0.0039090216,0.00064334006,0.045571975,-0.0026561425,0.0039428226,0.0032994829,2.0075039535598145,0.0806733538381986,6.1032640063616075,-51.24867414229005,-29.70101259137071,3,5,0,9,0,-1,4,portão,5
326,Porto Alegre,3.8597214,8.702634,2.5922189,5.547805,0.8969872,-1.4755616e-08,8.55426,-1.7463717,2.0699878,1.1152301,0.42361528,0.054563813,0.417432,0.4298855,0.0053019514,0.0014845562,0.04870765,-0.004661716,0.0076143797,0.005222473,2.229052579281086,0.1619355464830426,6.171021863497098,-51.16453236420611,-30.095316473257036,3,5,0,2,0,-1,9,porto alegre,6
327,Porto Lucena,5.0346084,11.92006,4.0405045,6.170177,0.7337845,-1.9476567e-09,11.698484,-1.3332572,1.43531,0.9300537,0.4158739,0.06250212,0.4130584,0.41868937,0.0028154962,-0.0022482506,0.057704065,-0.00473233,0.0002358286,0.0024840792,2.8471757358325345,0.1177987202290031,6.00439576233701,-54.959188101968856,-27.850705031244676,6,7,1,0,1,0,3,porto lucena,8
328,Porto Mauá,5.0988746,11.899675,4.3626313,5.903329,0.5919831,-1.7190187e-08,11.676062,-0.9660254,1.029555,0.7514123,0.41818413,0.059706893,0.41392705,0.42244127,0.0042571104,-0.002646018,0.055710997,-0.006405055,0.0011130187,0.003759037,2.7263840984137024,0.1287823010131221,6.187044285190349,-54.65718137180118,-27.59193693017946,6,7,1,0,1,0,3,porto mauá,8
329,Porto Vera Cruz,5.0307317,11.922284,4.3338532,5.793564,0.59598184,-1.3718277e-08,11.698851,-0.92949975,0.97228944,0.7625238,0.41534606,0.062782116,0.41534606,0.41534606,0.0,-0.002395641,0.05821493,-0.002395641,-0.002395641,0.0,2.8295233457515296,0.1177987202290031,6.080436119772663,-54.89111893555103,-27.75456384823358,6,7,1,0,1,-1,3,porto vera cruz,8
330,Porto Xavier,5.015244,12.015178,3.9373775,6.2713513,0.77256924,-5.7582894e-09,11.794981,-1.4331656,1.5838174,0.9699358,0.37663975,0.06594421,0.3650621,0.38821736,0.011577658,-0.0032410386,0.0604149,-0.0061592483,-0.00032282894,0.0029182096,2.969792285806159,0.1389700297063175,5.976512325831591,-55.14316439049762,-27.932019836661624,6,7,1,0,1,-1,3,porto xavier,8
331,Pouso Novo,5.048269,11.195517,4.069794,6.135488,0.76998484,8.679774e-10,11.018428,-1.2924558,1.3729239,0.9716827,0.44249818,0.042665057,0.44249818,0.44249818,0.0,-9.3164155e-05,0.04146299,-9.3164155e-05,-9.3164155e-05,0.0,1.5815279958947346,0.1028394332320764,5.202378386925684,-52.2286441540798,-29.157986263408933,1,3,8,1,7,0,4,pouso novo,5
332,Presidente Lucena,4.646497,10.351912,4.0941157,5.2246766,0.5014203,2.0746778e-09,10.170541,-0.7332088,0.75194716,0.65151787,,,,,,,,,,,1.994779320375739,0.0589682793671319,6.192792517437964,-51.17433946125472,-29.52427417118085,9,1,8,1,7,2,4,presidente lucena,5
333,Progresso,5.187016,11.502249,4.033215,6.5237823,0.8554812,6.0123315e-09,11.319284,-1.5225133,1.6770908,1.0684038,0.444472,0.040721513,0.4388277,0.44932055,0.0045238347,-4.3900378e-05,0.039539456,-0.004993796,0.004558241,0.004096374,1.5878352941903309,0.1120001173253099,5.101324336165087,-52.31892770692228,-29.224265267377177,1,3,3,5,5,0,4,progresso,5
334,Protásio Alves,5.117647,11.194882,4.0233126,6.3701425,0.87716395,4.318717e-09,11.005877,-1.4462591,1.5526302,1.095405,0.44486234,0.03780075,0.4416825,0.44804215,0.00317982,0.00053908577,0.03643398,-0.002188804,0.0032669755,0.0027278897,1.7990250280371978,0.1232336766294397,6.016608518551001,-51.48731112890298,-28.736941017456488,8,8,8,5,5,0,4,protásio alves,5
335,Putinga,5.1933208,11.589183,4.0928073,6.4368544,0.8191192,-2.5552408e-08,11.392677,-1.469805,1.5786359,1.0360442,0.44023362,0.043395482,0.43733537,0.4431319,0.0028982523,0.0002577146,0.041956484,-0.0026205394,0.0031359685,0.0028782538,1.5774883718632553,0.0988844690234756,5.307739718114869,-52.14768113583795,-29.028553950559996,1,3,8,5,5,0,7,putinga,5
336,Quaraí,4.235652,10.478246,2.1908386,7.4852815,1.2499592,3.1247186e-08,10.288958,-2.9577274,3.8963645,1.5487992,0.33662316,0.07868877,0.3101896,0.40362677,0.024821451,-0.0018806208,0.06739822,-0.020067692,0.014707378,0.009113844,4.011754591325336,0.6053444293068865,6.414238582758688,-56.15303061019304,-30.279467521476157,2,2,2,6,6,-1,0,quaraí,4
337,Quatro Irmãos,5.204939,11.532147,3.8013961,6.875247,1.0543834,-5.84297e-09,11.330634,-1.8565483,2.0587306,1.2984139,0.4350984,0.04701124,0.43214723,0.43804955,0.0029511324,-0.0010060408,0.04543314,-0.0038362963,0.0018242145,0.0028302553,1.8211682134826557,0.0943441190297296,5.885590533427798,-52.47129444081844,-27.842729074187233,1,3,4,5,1,0,7,quatro irmãos,7
338,Quevedos,5.214267,11.912921,3.4958167,7.370941,1.1274791,-1.6766784e-08,11.706181,-2.291062,2.658705,1.3859288,0.4228078,0.058011863,0.41260517,0.43154222,0.0069537074,-0.0017213561,0.053570513,-0.010127245,0.0061748317,0.005982579,2.142599060489921,0.2332634023389677,4.391678418922156,-54.06549088400548,-29.309640363245453,0,0,9,3,3,-1,2,quevedos,0
339,Quinze de Novembro,5.002283,11.222929,3.899885,6.2677727,0.8384874,-8.468073e-11,11.033482,-1.4497234,1.5734222,1.0432644,0.4329559,0.049067155,0.4305836,0.4353282,0.0023723023,-0.0012888648,0.045562048,-0.0035912371,0.0010135074,0.0023023721,1.6601172944809437,0.1364416436881143,4.9045480557714125,-53.11686879417952,-28.75692089650603,1,3,3,0,1,0,7,quinze de novembro,0
340,Redentora,5.2404113,11.525313,3.8208103,6.962834,1.0112075,-2.2863795e-09,11.311009,-1.8716401,2.096617,1.2350676,0.4239954,0.055309497,0.4175084,0.43126458,0.0058619827,-0.0013091182,0.052651532,-0.007428019,0.0049291374,0.005245477,2.1604226623048812,0.111023223020472,6.086338006778273,-53.63168398718453,-27.57013825319316,1,3,1,0,3,0,7,redentora,3
341,Relvado,5.1996675,11.557114,4.3427095,6.1157465,0.72521996,-5.144354e-09,11.365869,-1.1250905,1.1709778,0.9238512,0.4439462,0.038562637,0.4439462,0.4439462,0.0,0.00033256345,0.037366357,0.00033256345,0.00033256345,0.0,1.594297024675089,0.0767864916931748,5.367769593699174,-52.06784672095754,-29.11846593797177,1,3,8,1,7,0,4,relvado,5
342,Restinga Sêca,4.631445,10.514787,2.9783797,6.930528,1.0768363,1.7782952e-08,10.330199,-2.2877603,2.7619655,1.316909,0.4159814,0.062432226,0.40507677,0.4261458,0.006799932,-0.0009857375,0.05548696,-0.011538209,0.0088062305,0.0065794904,1.9628443791850985,0.216186862414204,4.005339940046593,-53.34391073689024,-29.81735977987529,0,0,3,3,3,-1,2,restinga sêca,0
343,Rio dos Índios,5.4197874,12.116155,4.3433313,6.6539183,0.82409334,-1.5496573e-08,11.890644,-1.4212914,1.5417688,1.0311167,0.4257643,0.05527807,0.4215446,0.429984,0.004219693,-0.0013090234,0.053100705,-0.004724394,0.0021063471,0.0034153704,2.186966479632918,0.1188106764746108,6.421855216621523,-52.879738228050975,-27.2528384340837,6,7,1,0,1,0,3,rio dos índios,3
344,Rio Grande,3.7452612,8.957913,1.7130092,7.260677,1.3370768,2.1424222e-08,8.808652,-2.9809513,4.061829,1.6160814,0.45492312,0.06606778,0.4006078,0.5129769,0.032559935,0.001575899,0.05517026,-0.018419808,0.020577038,0.010321625,3.5438127296904827,0.4073231516094667,5.346619634852722,-52.404257529917835,-32.218049380762196,4,2,5,8,8,-1,8,rio grande,2
345,Rio Pardo,4.317037,9.568593,2.2425122,7.698682,1.3314158,-1.761359e-08,9.393846,-2.9252245,3.8992686,1.5971651,0.41849613,0.058499347,0.40005326,0.4362861,0.009891693,-0.0009724762,0.051257964,-0.018184194,0.0153819835,0.009077314,1.8849242752006672,0.2440744469132195,4.900049040750158,-52.43693842029359,-30.022769970110076,2,9,0,2,2,-1,0,rio pardo,6
346,Riozinho,4.9990716,10.888526,3.6428375,6.763185,1.0570439,1.1812961e-08,10.714015,-1.8945361,2.1500075,1.3295223,0.4542886,0.029960537,0.4542886,0.4542886,0.0,0.0005628832,0.029507762,0.0005628832,0.0005628832,0.0,2.5661539271853018,0.1507180590051378,6.956083026716184,-50.399863529746064,-29.615816739835125,8,8,6,5,5,-1,5,riozinho,1
347,Roca Sales,4.7508945,10.507402,3.6933978,5.9794226,0.85296404,-6.774458e-10,10.327747,-1.4066086,1.5256249,1.0675703,0.4366981,0.04445462,0.43404713,0.43934906,0.0026509636,0.00046851457,0.042395275,-0.0021298053,0.0030668343,0.00259832,1.6615258554631922,0.1023564179336915,5.578193953973411,-51.82931180222577,-29.256749264744993,9,1,8,1,7,0,7,roca sales,5
348,Rodeio Bonito,5.131384,11.506326,4.760231,5.5025363,0.37115276,6.2240333e-09,11.299232,-0.48707655,0.48707655,0.48707655,0.4260049,0.05309159,0.4260049,0.4260049,0.0,-0.0010231968,0.050639104,-0.0010231968,-0.0010231968,0.0,2.0823157032265094,0.0838626849701478,6.193877111149516,-53.17062190719992,-27.463393461764905,6,7,1,0,1,0,3,rodeio bonito,3
349,Rolador,5.323499,12.583866,4.134489,6.73221,0.8549783,6.5204158e-09,12.362883,-1.6051854,1.7697544,1.0769898,0.41856182,0.059550423,0.41575554,0.42136812,0.002806291,-0.0017022905,0.054485854,-0.0044273324,0.0010227512,0.0027250417,2.643150119871166,0.1446758223204032,5.5817237807975815,-54.834394423572,-28.254896074380454,6,7,1,0,1,0,3,rolador,8
350,Rolante,4.65362,10.183638,3.2898624,6.463895,1.0346879,-1.1431898e-08,10.015843,-1.9123229,2.1859946,1.2924521,0.4525371,0.031478148,0.4439983,0.46026483,0.006424833,0.00039278393,0.030808663,-0.006890228,0.007387087,0.005609172,2.4512841301070116,0.1507180590051378,6.8053740106350835,-50.54999968316868,-29.629048094479955,8,8,6,5,0,-1,5,rolante,1
351,Ronda Alta,5.2299857,11.455015,3.60705,7.2905874,1.1413909,-7.1131807e-09,11.255341,-2.1593547,2.4928098,1.386306,0.43370166,0.047549885,0.42891997,0.4384416,0.004069957,-0.00061613985,0.045599885,-0.004958934,0.003837787,0.0037590545,1.83473230542798,0.1186778352538492,5.879011392713183,-52.74960979856658,-27.8110438248646,1,3,4,0,3,0,2,ronda alta,7
352,Rondinha,5.208018,11.5029955,3.9417648,6.6956296,0.91087145,-1.0839133e-08,11.298905,-1.6853726,1.8538084,1.1271496,0.42891315,0.051210538,0.42608163,0.43174472,0.0028315703,-0.00057539647,0.048735585,-0.0031576203,0.0020068272,0.0025822236,1.8363351017835143,0.1089013745349767,5.843214946282616,-52.89307729854317,-27.832475197355755,1,3,4,5,1,0,7,rondinha,3
353,Roque Gonzales,5.084796,12.126982,3.8153734,6.6205583,0.92681575,2.0662096e-08,11.906881,-1.703073,1.9099679,1.1566682,0.39494157,0.063895896,0.36499482,0.41770986,0.022226337,-0.0025133998,0.058058985,-0.009718021,0.0044121733,0.005976461,2.888367834512568,0.1331189594750356,5.838469188478044,-55.08803015103862,-28.05958505447531,6,7,1,0,1,-1,3,roque gonzales,8
354,Rosário do Sul,4.4326425,10.519413,1.9866157,8.634936,1.5027124,-2.7055492e-08,10.346308,-3.5355558,4.8887315,1.8238522,0.3882575,0.06799549,0.32372406,0.42692015,0.032464474,-0.0012929399,0.058245063,-0.025214652,0.01899526,0.011735459,3.2004790701708807,0.510521695719477,5.417476176509998,-55.112965072623325,-30.32593486874817,2,2,2,6,6,-1,0,rosário do sul,4
355,Sagrada Família,5.168718,11.480182,4.405488,5.9752116,0.64409524,-1.0966154e-08,11.271814,-0.9959512,1.0224035,0.8143814,0.4206566,0.05851073,0.4206566,0.4206566,0.0,-0.0009087939,0.055418402,-0.0009087939,-0.0009087939,0.0,1.935155440655822,0.0741958506312357,5.951231008839545,-53.131979631678874,-27.707931912747306,6,7,1,0,1,0,3,sagrada família,3
356,Saldanha Marinho,5.1646533,11.694709,3.960609,6.6101804,0.9164087,-7.832967e-09,11.50081,-1.6017745,1.7903311,1.1354673,0.4336807,0.047943655,0.43029854,0.43706292,0.0033822074,-0.0007596789,0.04532367,-0.0040134187,0.002494061,0.0032537396,1.6936045469773202,0.1340173691021154,5.275360963445892,-53.09442440995179,-28.386787856393617,1,3,4,5,1,0,7,saldanha marinho,7
357,Salto do Jacuí,4.923952,10.893504,3.4917307,6.7338567,0.98508584,2.6970811e-08,10.7149935,-1.9251139,2.214951,1.2141819,0.42845514,0.051482264,0.41661486,0.4413404,0.009363489,-0.00062000763,0.046664,-0.009464995,0.008919397,0.0070439973,1.719261423501916,0.1733055113878778,4.587033320236364,-53.25421879182224,-29.06824322847266,0,0,3,3,3,-1,2,salto do jacuí,0
358,Salvador das Missões,5.1929193,12.316715,4.591707,5.808815,0.53620106,-2.0577415e-08,12.097229,-0.774551,0.7872815,0.6819669,0.4189339,0.059431333,0.41616598,0.42170185,0.002767915,-0.0018315115,0.054595925,-0.0045879986,0.00092497584,0.0027564873,2.6733277820299683,0.0675511425743206,5.731222174079699,-54.83167328050583,-28.09974269898435,6,7,1,0,1,-1,3,salvador das missões,8
359,Salvador do Sul,4.7372766,10.502576,3.8866866,5.653255,0.684691,3.8106326e-10,10.323572,-1.1006742,1.157799,0.85751456,0.44827744,0.0346435,0.44827744,0.44827744,0.0,0.0008793628,0.033665866,0.0008793628,0.0008793628,0.0,1.800911767659188,0.0482705150927692,5.841257901173621,-51.53536620891391,-29.45778045600377,9,1,8,1,7,0,4,salvador do sul,5
