muni_id,muni_name_first,precip_mean_mean,precip_mean_std,precip_min_mean,precip_max_mean,precip_std_mean,precip_anomaly_mean_mean,precip_anomaly_mean_std,precip_anomaly_min_mean,precip_anomaly_max_mean,precip_anomaly_std_mean,soil_mean_mean,soil_mean_std,soil_min_mean,soil_max_mean,soil_std_mean,soil_anomaly_mean_mean,soil_anomaly_mean_std,soil_anomaly_min_mean,soil_anomaly_max_mean,soil_anomaly_std_mean,mean_distance_to_others_first,min_distance_to_others_first,max_distance_to_others_first,centroid_lon,centroid_lat,cluster,cluster_pca,cluster_spatial,cluster_hierarchical,cluster_gmm,cluster_dbscan,cluster_agglom_spatial,muni_norm,cluster_aligned
360,Sananduva,5.100021,11.180435,3.4808867,7.1812205,1.1361825,4.4033976e-09,10.976219,-2.1634145,2.5232515,1.3902093,0.42880934,0.051353212,0.42025474,0.43751293,0.0065192743,-0.000618817,0.048964545,-0.008249749,0.0067644236,0.005565521,1.911913158819384,0.1432651642020788,5.953976237114516,-51.80035578552476,-27.957234400254546,0,0,4,5,3,0,7,sananduva,7
361,Santa Bárbara do Sul,5.170265,11.543526,3.146826,8.092451,1.3422086,2.3541242e-08,11.349382,-2.7615697,3.4532874,1.6148531,0.43300384,0.047814105,0.42126718,0.4432751,0.0070102327,-0.0009914231,0.045264762,-0.01241607,0.009329161,0.006902937,1.7505070955198434,0.1905687298946932,5.280235182919406,-53.28455397289613,-28.37385765499253,0,0,9,3,3,-1,2,santa bárbara do sul,3
362,Santa Cecília do Sul,5.1740947,11.33048,3.9946735,6.536996,0.9023729,-5.3348854e-09,11.135777,-1.5643741,1.7158737,1.1288531,0.43689713,0.045327805,0.43410662,0.43968764,0.0027905265,-0.00031271242,0.043696187,-0.0030047577,0.002379333,0.0026920452,1.7814595492540517,0.1363307096856743,5.78274025545132,-51.89848104510987,-28.181321843242745,1,3,4,5,5,0,7,santa cecília do sul,7
363,Santa Clara do Sul,4.7596397,10.440389,3.9835603,5.650778,0.67872804,1.761359e-08,10.266699,-1.0507495,1.1032754,0.863273,0.4363509,0.04849194,0.43319327,0.43950862,0.0031576653,0.00014747967,0.04598694,-0.0029372768,0.0032322363,0.0030847564,1.650742162068362,0.0650917324715552,5.249629658006361,-52.13229287379049,-29.453277926271458,9,1,8,1,7,-1,4,santa clara do sul,5
364,Santa Cruz do Sul,4.7410803,10.375889,2.8440392,7.483753,1.3109031,-1.2702108e-09,10.192302,-2.6683202,3.2272243,1.6042997,0.4289674,0.052669074,0.4154757,0.44251063,0.009036137,-0.0005718194,0.048912894,-0.012325324,0.010775234,0.0077107674,1.708653345898337,0.1475353758722545,4.953945425714167,-52.40717532584824,-29.646230119802777,0,0,3,2,3,-1,0,santa cruz do sul,5
365,Santa Maria,4.7247424,10.700266,2.6615837,7.9269905,1.3331943,3.0527403e-08,10.51246,-2.9306593,3.755781,1.6194636,0.41897509,0.059725743,0.4018531,0.43480054,0.009330671,-0.0011440298,0.053132284,-0.016626867,0.012797107,0.0083690155,2.156924715279842,0.2173056899731699,4.04121026269804,-53.82503688374211,-29.784921404870303,0,9,9,6,2,-1,0,santa maria,0
366,Santa Maria do Herval,5.081503,11.237144,4.1249204,6.1378126,0.76667935,-1.6004657e-08,11.037571,-1.2653699,1.3352607,0.9715195,0.4527616,0.03146872,0.4527616,0.4527616,0.0,0.00037486549,0.03078957,0.00037486549,0.00037486549,0.0,2.1130061627649037,0.0944818320929694,6.401951736734419,-50.96908619735291,-29.475860702014153,8,8,8,5,7,0,5,santa maria do herval,1
367,Santa Margarida do Sul,4.4885316,10.494211,2.9452858,6.627825,1.0154028,-1.2067003e-08,10.317823,-2.163704,2.5946088,1.258292,0.40907586,0.064402394,0.39237523,0.42256424,0.00934828,-0.0010516411,0.055480476,-0.0114625385,0.009170622,0.0066521736,2.573995688638417,0.220230121543765,4.480352972780794,-54.09771763514256,-30.371059527920053,0,0,3,3,2,-1,2,santa margarida do sul,0
368,Santana da Boa Vista,4.4745708,10.265771,2.5194633,7.368178,1.2578553,2.6632089e-08,10.088661,-2.713043,3.436745,1.5341935,0.41175255,0.06262987,0.39927498,0.424133,0.007604819,-0.00031054678,0.05423736,-0.011924639,0.010521254,0.0069023855,2.488142315679988,0.374922751859115,4.211239922396687,-53.17700366336774,-30.817039365874283,2,9,5,6,2,-1,0,santana da boa vista,2
369,Sant'Ana do Livramento,4.3578525,10.500167,1.7228897,9.31865,1.6416293,-3.2178676e-08,10.324973,-3.8795195,5.702867,1.9818212,0.35696718,0.07435889,0.30572024,0.42305678,0.04150931,-0.0012783107,0.06324873,-0.029482996,0.022687297,0.0134951845,3.728613717274883,0.6099270932811209,5.977785693871323,-55.562293780498,-30.738384588590517,2,2,2,6,6,-1,0,sant'ana do livramento,4
370,Santa Rosa,5.261632,12.239386,3.7472436,7.19268,1.0422202,-7.0285e-09,12.022954,-2.042803,2.359841,1.2821742,0.41964692,0.059046242,0.4142398,0.42545676,0.0048021516,-0.0018301677,0.054992214,-0.0068009887,0.0031309593,0.004238599,2.5017922477070997,0.1680828399377093,5.888802184053163,-54.49700444281094,-27.86441521662455,6,7,1,0,3,0,3,santa rosa,8
371,Santa Tereza,4.8047748,10.711458,4.4336452,5.1759043,0.37112972,1.638572e-08,10.527709,-0.49095076,0.4909508,0.49095076,0.44356227,0.038853,0.44356227,0.44356227,0.0,0.00064533623,0.037340373,0.00064533623,0.00064533623,0.0,1.686971452216734,0.0636088036619264,5.7105524988356455,-51.71077312406844,-29.16389244615883,9,1,8,1,7,0,4,santa tereza,5
372,Santa Vitória do Palmar,3.4256873,8.311263,1.3124514,7.5981493,1.4238763,-3.175527e-08,8.168445,-3.230281,4.7478576,1.7128179,0.42718068,0.06916972,0.20627841,0.52182055,0.079340875,0.001944937,0.056434043,-0.02523142,0.027495112,0.012871977,4.437659598768891,0.4121951167692436,6.005746599739896,-53.00663333721161,-33.163148756015225,4,2,5,8,8,-1,8,santa vitória do palmar,2
373,Santiago,5.229649,12.128371,2.8433564,8.9479475,1.4883227,4.107015e-08,11.911902,-3.3383908,4.3736763,1.7954241,0.39416155,0.063661866,0.33582708,0.43406972,0.03151338,-0.002281185,0.05702513,-0.023005206,0.016035752,0.011004044,2.601369570211446,0.271904096304967,4.990619725665702,-54.79626541015275,-29.127200178877416,2,9,2,6,2,-1,0,santiago,4
374,Santo Ângelo,5.308373,12.141091,3.535091,7.6349697,1.1602261,-2.6335705e-08,11.929101,-2.3947341,2.8386614,1.4255981,0.4171333,0.060794577,0.4101873,0.42445552,0.005533357,-0.0017088774,0.056403868,-0.008194405,0.0047442024,0.005057201,2.264763398854519,0.1935344331874698,5.474063403192843,-54.297748067262575,-28.250488810239,0,0,9,3,3,-1,2,santo ângelo,8
375,Santo Antônio do Palma,5.208158,11.566779,4.40915,6.0994196,0.6499392,7.642435e-09,11.364758,-1.0716772,1.1338427,0.831938,,,,,,,,,,,1.6529826168358566,0.1071211320621551,5.578070173812426,-52.00863962376439,-28.495604006769987,1,3,4,0,7,0,7,santo antônio do palma,7
376,Santo Antônio da Patrulha,4.2637706,9.477585,2.4116623,7.0494843,1.2427644,-1.513668e-08,9.321855,-2.6373544,3.305297,1.522329,0.42508912,0.040487308,0.38216624,0.45185795,0.023657005,0.0008269272,0.03760247,-0.014449266,0.016327888,0.010014213,2.5181337043767096,0.2119327927016509,6.78183296030022,-50.559192312387474,-29.872752225005552,3,6,6,5,0,-1,5,santo antônio da patrulha,9
377,Santo Antônio das Missões,5.0037127,12.00369,2.8803556,8.085479,1.32046,1.1220196e-08,11.788106,-2.946963,3.690013,1.6139835,0.3640615,0.07107639,0.32396832,0.4204707,0.028341066,-0.0031276192,0.06341557,-0.021412311,0.012757879,0.00954998,3.1034369380495987,0.2834421570152191,5.677977933636089,-55.42603618620936,-28.493955398951417,2,9,2,6,2,-1,0,santo antônio das missões,8
378,Santo Antônio do Planalto,5.1982126,11.667207,4.121646,6.414569,0.8327416,-1.4819126e-08,11.4701395,-1.424962,1.533218,1.0461226,0.43335178,0.04853574,0.43091497,0.4357886,0.0024368148,-0.0008359046,0.046125818,-0.0031655582,0.0014937489,0.0023296534,1.6313198943574103,0.1386964631601911,5.337771271079498,-52.68146704810897,-28.36509417280883,1,3,4,5,1,0,7,santo antônio do planalto,7
379,Santo Augusto,5.328831,11.926944,3.7529263,7.3131313,1.0873045,3.4719096e-09,11.714509,-2.0889342,2.4194138,1.3309053,0.42832989,0.05231084,0.42200372,0.4342153,0.004716091,-0.0013951841,0.049542125,-0.007189407,0.0041238773,0.004391863,2.0626359111954016,0.1519433877521379,5.759682860896305,-53.75581507186081,-27.903080901416587,0,0,1,0,3,0,7,santo augusto,3
380,Santo Cristo,5.193581,12.1624155,3.9038117,6.7604604,0.90004385,1.6936145e-09,11.943112,-1.7331029,1.9503093,1.1192536,0.41589168,0.0608781,0.40986225,0.4212852,0.004495352,-0.002189559,0.05632672,-0.007885768,0.0030979589,0.004319102,2.677216214292519,0.1356166422047748,5.996402956358502,-54.71099986608215,-27.79836245038509,6,7,1,0,3,0,3,santo cristo,8
381,Santo Expedito do Sul,5.062535,11.191783,4.0948853,6.143782,0.78923273,-4.0435046e-09,10.990023,-1.2856408,1.3673959,1.0001854,0.43021375,0.050475206,0.43021375,0.43021375,0.0,-0.0005001582,0.04805156,-0.0005001582,-0.0005001582,0.0,1.9845547688533456,0.110070909137131,6.095938030531034,-51.66122453259136,-27.923067139155183,1,3,4,0,5,0,7,santo expedito do sul,7
382,São Borja,4.651806,11.095749,2.1784155,8.898194,1.554388,-8.6077954e-08,10.888302,-3.614333,4.910574,1.8879356,0.40360266,0.06589749,0.3621778,0.42825404,0.015445278,-0.0020231872,0.058837555,-0.023632282,0.017179543,0.010356025,3.4195781266714937,0.3202320488799803,6.015064311223501,-55.79657579961401,-28.74668841754688,2,9,2,6,6,-1,0,são borja,4
383,São Domingos do Sul,5.1565475,11.400788,4.524045,5.8158984,0.57291245,-5.059673e-09,11.206691,-0.8345857,0.8529209,0.7384479,0.43781143,0.04520409,0.43781143,0.43781143,0.0,-0.00013182555,0.04328894,-0.00013182555,-0.00013182555,0.0,1.6816123591846672,0.0580969839303971,5.700453438926502,-51.86782664253969,-28.53832645214385,9,1,8,1,7,0,7,são domingos do sul,7
384,São Francisco de Assis,4.890552,11.501011,2.566442,8.607847,1.4672617,-2.0746777e-08,11.293161,-3.3170211,4.3797803,1.7924979,0.41324812,0.06321914,0.39466432,0.4300754,0.009536595,-0.0018770358,0.055915516,-0.019273244,0.01367057,0.008921507,2.9184885949725516,0.3129242274677676,5.3229308639146735,-55.13129166318958,-29.447789610589098,2,9,2,6,2,-1,0,são francisco de assis,4
385,São Francisco de Paula,5.479037,11.366325,2.1116812,11.624457,2.2377815,-9.272539e-09,11.178179,-4.842371,6.964395,2.6330783,0.45081782,0.030778712,0.42655292,0.47146374,0.012228951,0.0004082719,0.030121893,-0.021150481,0.0189795,0.01059632,2.387103320612992,0.2646501725786694,6.844932950452758,-50.556482982609666,-29.202290245998046,7,6,6,7,9,-1,6,são francisco de paula,1
386,São Gabriel,4.4934206,10.262262,1.9714973,9.052781,1.6037859,1.6809123e-08,10.094015,-3.664542,5.2130055,1.9168057,0.39745647,0.06463097,0.31777364,0.4305176,0.03240178,-0.001330979,0.05572844,-0.02482065,0.018790305,0.01139889,2.6910988282976382,0.2756737931804033,4.705039504567346,-54.36542521532185,-30.305266733777987,2,2,2,6,2,-1,0,são gabriel,4
387,São Jerônimo,4.3808823,9.650302,2.2553885,7.5231156,1.4743506,1.5962316e-08,9.47629,-2.9465108,3.7095602,1.790115,0.4266228,0.050051715,0.40808263,0.44574428,0.0119083375,0.0007688982,0.0447458,-0.015379275,0.016420208,0.009911618,2.078345397346012,0.1417197233669392,5.425171320709171,-51.911915229871845,-30.29060075388515,0,6,0,2,2,-1,0,são jerônimo,6
388,São João da Urtiga,5.0823383,11.346622,4.129043,6.1963344,0.74205136,-1.0458069e-08,11.142258,-1.2819173,1.4027611,0.9380466,,,,,,,,,,,1.980487129329903,0.0931109951489167,6.063804418354514,-51.83473676347739,-27.79765458914115,1,3,4,5,1,0,7,são joão da urtiga,7
389,São João do Polêsine,5.0046215,11.462338,4.4487467,5.560496,0.5558747,5.9276506e-10,11.258163,-0.7114631,0.7114631,0.7114631,0.4149034,0.06694551,0.4149034,0.4149034,0.0,-0.0011795575,0.06130674,-0.0011795575,-0.0011795575,0.0,1.9406799842893712,0.0845038916378334,4.010856755797229,-53.47047794072953,-29.6420956865966,6,7,3,0,1,-1,2,são joão do polêsine,0
390,São Jorge,5.132368,11.242198,4.2640095,6.09932,0.7160073,1.5030828e-08,11.045951,-1.1510735,1.2186359,0.9053645,0.43806943,0.044746816,0.43551514,0.4406237,0.0025542914,-0.00022853333,0.043028712,-0.0026944987,0.0022374322,0.0024659655,1.745274579885752,0.0969969469850674,5.857715525644995,-51.71566738001837,-28.49832265533146,1,3,4,5,7,0,7,são jorge,7
391,São José das Missões,5.218583,11.616294,4.564543,5.9161854,0.5660892,2.4134006e-09,11.4085245,-0.87470484,0.9094903,0.73237485,,,,,,,,,,,1.89318438417638,0.0868900406035218,5.864453084541496,-53.13169811658972,-27.794821497309183,1,3,4,0,1,0,3,são josé das missões,3
392,São José do Herval,5.2656803,11.782882,4.494934,6.0959387,0.6630655,2.5404218e-10,11.5856905,-1.0283442,1.0713198,0.85132074,0.44281545,0.041437518,0.44281545,0.44281545,0.0,8.134404e-05,0.04024175,8.134404e-05,8.134404e-05,0.0,1.5695242964524827,0.1036767558067962,5.176023647218108,-52.27455962063102,-29.065031222523533,1,3,8,1,7,0,4,são josé do herval,5
393,São José do Hortêncio,4.5311933,10.1142235,4.176081,4.886306,0.35511214,8.722115e-09,9.937548,-0.47188348,0.47188342,0.47188348,0.4432346,0.040241905,0.4432346,0.4432346,0.0,0.00064461137,0.038686674,0.00064461137,0.00064461137,0.0,1.9512478507724376,0.0604509831286452,6.108833224464158,-51.25758491720153,-29.535555543702365,9,1,8,1,7,0,4,são josé do hortêncio,5
394,São José do Inhacorá,5.2405005,12.013757,4.523291,6.013211,0.60849124,-1.4819126e-08,11.797762,-0.93983865,0.9805128,0.7701183,0.4207566,0.057996724,0.4207566,0.4207566,0.0,-0.0017208266,0.05427956,-0.0017208266,-0.0017208266,0.0,2.3171272052341036,0.068074654688254,5.956798354537585,-54.12412668806593,-27.7383699966489,6,7,1,0,1,0,3,são josé do inhacorá,8
395,São José do Norte,3.7273993,8.642452,1.7359121,6.8600903,1.4122115,-8.870306e-09,8.494844,-2.7906575,3.685116,1.7090957,0.21084352,0.0648488,0.1983545,0.22240792,0.009589901,0.00046044585,0.054042116,-0.00986396,0.010813112,0.008555783,3.2472233940199997,0.5688863099256742,5.894283803362066,-51.665815079936145,-31.763674290127856,5,4,7,4,4,-1,1,são josé do norte,2
396,São José do Ouro,5.08411,11.30575,3.5481746,6.9830484,1.1183255,8.12935e-09,11.104406,-2.0567589,2.33013,1.3772024,0.42838576,0.05188664,0.42129254,0.4355996,0.0055888635,-0.0004969083,0.0495499,-0.0070927315,0.0059090485,0.005089508,2.108450261073894,0.1238706048688098,6.245810385833546,-51.56030434676492,-27.77238317008137,1,3,4,5,3,0,7,são josé do ouro,7
397,São José do Sul,4.563692,10.16931,4.1963086,4.9310756,0.36738357,3.2602079e-09,9.996541,-0.4825763,0.48257628,0.4825763,,,,,,,,,,,1.8457827206030992,0.0596610511288384,5.8804008900289935,-51.48589667861068,-29.548377504496035,9,1,8,1,7,2,4,são josé do sul,5
398,São José dos Ausentes,5.1732974,11.092871,2.5282054,9.447014,1.853839,-2.0556246e-08,10.888955,-3.7155113,4.9649916,2.2126276,0.45841432,0.025230572,0.44572464,0.46993607,0.007461493,0.00039237188,0.024759233,-0.011668656,0.011045173,0.0069896784,2.924041778686411,0.4448339875730231,7.525182632276184,-49.96169493961779,-28.64859645928556,7,6,6,7,9,-1,6,são josé dos ausentes,1
399,São Leopoldo,4.261335,9.605404,3.736527,4.809845,0.4759047,-2.7097833e-09,9.440875,-0.7103621,0.71523947,0.62577355,0.43102816,0.052039433,0.43102816,0.43102816,0.0,0.00083439687,0.04805644,0.00083439687,0.00083439687,0.0,2.0836879543104017,0.0689294079741947,6.203105187350268,-51.14485000449558,-29.75533029433976,9,1,8,9,7,-1,4,são leopoldo,6
400,São Lourenço do Sul,4.1926017,9.666891,2.1955698,7.407679,1.291577,3.027336e-09,9.500179,-2.874043,3.775076,1.5713742,0.38578814,0.060553983,0.3240608,0.4258551,0.032972056,0.00053879444,0.052456375,-0.016177366,0.015033497,0.009075091,2.7247476459218354,0.2429393413199995,5.324081867954775,-52.12255475158867,-31.23448476664277,2,2,5,2,2,-1,0,são lourenço do sul,2
401,São Luiz Gonzaga,5.3700275,12.570147,3.153049,8.450678,1.360789,1.507317e-08,12.346215,-2.9876544,3.7101903,1.6552228,0.4070526,0.06114543,0.37901413,0.42729327,0.016407294,-0.0019694222,0.05540916,-0.014752463,0.009327428,0.0074319476,2.6643227896813677,0.1730613908156155,5.438799034305436,-54.89092105437057,-28.418465585603048,0,9,9,3,2,-1,2,são luiz gonzaga,8
402,São Marcos,5.147551,11.143029,3.9120042,6.615977,0.9430657,7.790627e-09,10.949586,-1.6499982,1.8188195,1.1760031,0.44206434,0.04038835,0.43889403,0.4452347,0.0031703305,0.0005812161,0.038994636,-0.0020844515,0.0032468839,0.0026656676,2.0195544029717896,0.1452083689239558,6.381819078582571,-51.06509707052122,-28.9630202083242,8,8,8,5,5,0,5,são marcos,1
403,São Martinho,5.2956266,11.976786,4.302976,6.411802,0.75022215,-6.7321175e-09,11.75951,-1.3097545,1.3966603,0.93955976,0.42260504,0.057073094,0.41950554,0.42570454,0.0030995219,-0.0013793807,0.053768627,-0.0039918427,0.0012330813,0.002612462,2.2283586548975167,0.0879209427585457,5.948098122823055,-53.95323762841752,-27.729047234182907,6,7,1,0,1,0,3,são martinho,3
404,São Martinho da Serra,5.169679,11.761948,3.5081816,7.301283,1.0832915,-1.3125512e-08,11.562772,-2.248837,2.615877,1.3418149,0.42950782,0.052877504,0.42045793,0.43789798,0.0060807215,-0.0011176227,0.048995387,-0.009438135,0.006918397,0.0057352963,2.083509481027399,0.1608352706951493,4.204480945794938,-53.88627845955365,-29.474808117266516,0,0,9,3,3,-1,2,são martinho da serra,0
405,São Miguel das Missões,5.173143,11.90772,3.1298344,8.189088,1.3345144,-1.6936145e-09,11.697063,-2.826396,3.5686593,1.6181871,0.4180581,0.059801616,0.40737644,0.42897293,0.00677725,-0.0015220803,0.05441139,-0.012167175,0.008575306,0.0064758905,2.3732419256842903,0.2928682316510216,5.101708692793752,-54.52162754463841,-28.672798916302572,0,9,9,3,3,-1,2,são miguel das missões,8
406,São Nicolau,5.0845003,12.2490425,3.5968113,7.009579,1.0223458,-4.826801e-09,12.024494,-2.057148,2.3900502,1.2832459,0.35764205,0.07128291,0.33154923,0.4103078,0.030131992,-0.003691935,0.06426202,-0.0138923805,0.006837801,0.0077211047,2.9907908672188372,0.1378795534312684,5.750278923854083,-55.248171830996974,-28.203052424042088,6,9,9,6,2,-1,0,são nicolau,8
407,São Paulo das Missões,5.1617284,12.257067,4.094784,6.396914,0.7612926,-6.774458e-09,12.032512,-1.4338449,1.5632164,0.96322805,0.41121003,0.06227201,0.39995384,0.41962585,0.008502207,-0.0022731838,0.05694592,-0.006879847,0.0022722816,0.0039052914,2.8159483368182125,0.1331189594750356,5.87532992304391,-54.975291242071215,-27.988799492553724,6,7,1,0,1,0,3,são paulo das missões,8
408,São Pedro da Serra,4.9317636,11.012872,4.62601,5.2375174,0.30575356,-1.4141681e-08,10.824496,-0.41179144,0.41179144,0.41179144,,,,,,,,,,,1.8040518208023169,0.0382472340844082,5.874765186962042,-51.506336146633366,-29.41921495184126,9,1,8,1,7,-1,4,são pedro da serra,5
409,São Pedro das Missões,5.288022,11.799343,4.7949734,5.8101697,0.44483578,1.1939982e-08,11.582925,-0.6577133,0.6844226,0.58335704,,,,,,,,,,,1.925695537207316,0.082726138732175,5.875438109186469,-53.23767537178731,-27.77970720640721,6,7,1,0,1,0,3,são pedro das missões,3
410,São Pedro do Butiá,5.2304263,12.43753,4.4115806,6.1612926,0.6545604,-1.6089338e-08,12.217343,-1.106855,1.1921082,0.8372735,,,,,,,,,,,2.717021380860973,0.0675511425743206,5.7242686137399765,-54.89491399897544,-28.123486506399004,6,7,1,0,1,-1,3,são pedro do butiá,8
411,São Pedro do Sul,4.861817,11.223831,3.1363697,7.192412,1.1120104,-6.8591386e-09,11.02776,-2.3471153,2.8237753,1.3637013,0.41830963,0.059972618,0.40554112,0.42987147,0.007979088,-0.0011860756,0.053377233,-0.011374551,0.00868489,0.006716039,2.3261685913990964,0.1534987570388704,4.437337966319948,-54.238003229769504,-29.61138225898559,0,0,9,3,3,-1,2,são pedro do sul,0
412,São Sebastião do Caí,4.4688177,9.917724,3.7223055,5.2955475,0.60820705,1.2744449e-08,9.7403345,-0.999722,1.0545282,0.77677006,0.43875435,0.045013722,0.43875435,0.43875435,0.0,0.00057596376,0.043117173,0.00057596376,0.00057596376,0.0,1.9257226122409812,0.0882411259397171,6.024391556456701,-51.337173869131135,-29.589425912713132,9,1,8,9,7,0,4,são sebastião do caí,5
413,São Sepé,4.5879436,10.403715,2.3573663,8.184305,1.412916,3.1331868e-09,10.22091,-3.1810029,4.200259,1.7076199,0.41137397,0.06453424,0.39179197,0.42895907,0.009720849,-0.0010389359,0.05598443,-0.018956993,0.015003972,0.0090272855,2.2428424093795183,0.2302588030226952,3.9640969008016023,-53.61982368526899,-30.175737028842033,2,9,9,6,2,-1,0,são sepé,0
414,São Valentim,5.314777,11.717404,4.235537,6.5297627,0.87967384,8.891476e-09,11.52439,-1.4154625,1.5028946,1.0961182,0.43999565,0.04241386,0.4367734,0.44321787,0.0032222397,-0.0007288114,0.041236915,-0.003453903,0.00199628,0.0027250915,1.977431212417485,0.1080297353838729,6.158150866742403,-52.559485974778845,-27.553783776610945,1,3,4,5,1,0,7,são valentim,7
415,São Valentim do Sul,5.052036,11.158275,4.172458,6.0269885,0.749919,-3.0908465e-09,10.969274,-1.1634359,1.221714,0.9480311,0.4420563,0.04118574,0.4420563,0.4420563,0.0,0.0004686725,0.039443377,0.0004686725,0.0004686725,0.0,1.6639197298185644,0.0944007558083498,5.680760974560925,-51.760986727439416,-29.056800912999165,9,1,8,1,7,0,4,são valentim do sul,5
416,São Valério do Sul,5.3193784,12.054524,4.5733047,6.140009,0.60696185,8.976157e-09,11.838003,-0.9959601,1.053679,0.77604246,0.42567974,0.05499597,0.42567974,0.42567974,0.0,-0.0013643593,0.05193647,-0.0013643593,-0.0013643593,0.0,2.167107970042012,0.1022222690838589,5.852535269208426,-53.9086932845685,-27.82105372160479,6,7,1,0,1,0,3,são valério do sul,3
417,São Vendelino,5.099996,11.394855,5.099996,5.099996,0.0,2.0111672e-08,11.200524,2.0111672e-08,2.0111672e-08,0.0,,,,,,,,,,,1.8587458500804308,0.0705394859593706,6.012003181285022,-51.372645915574566,-29.382641661932656,9,1,8,1,7,-1,4,são vendelino,5
418,São Vicente do Sul,4.683741,10.8518915,2.7460234,7.4124637,1.2404597,-1.1008495e-08,10.662192,-2.6907182,3.279749,1.5207071,0.41377106,0.06319277,0.40050915,0.42569107,0.007841698,-0.0014818124,0.05511911,-0.013573879,0.00986499,0.0072883265,2.7021470301422776,0.2163707024007682,4.95919787796959,-54.75422370649375,-29.709582613303088,0,9,9,6,2,-1,0,são vicente do sul,4
419,Sapiranga,4.534812,10.059433,3.6291625,5.52789,0.73164666,-5.1231837e-09,9.88581,-1.1995932,1.2716627,0.9330028,,,,,,,,,,,2.1276773544862797,0.0645958803356542,6.362300447572252,-50.99572086709138,-29.614147291623656,3,5,0,9,7,-1,4,sapiranga,1
420,Sapucaia do Sul,4.134515,9.4617,3.898331,4.3706985,0.2361839,-1.291381e-09,9.303514,-0.32047138,0.32047135,0.32047135,,,,,,,,,,,2.1167666474808393,0.0516023089275794,6.210259235011702,-51.13370911779375,-29.82335340752322,9,1,8,1,7,-1,4,sapucaia do sul,6
421,Sarandi,5.2113924,11.42337,3.7884526,6.9076715,1.0080857,-4.784461e-09,11.226049,-1.8562967,2.0766068,1.2361524,0.42822263,0.051650796,0.41862756,0.436626,0.006410221,-0.0004895353,0.049078703,-0.008477611,0.0072047496,0.005627093,1.789152479241248,0.1000204229553128,5.734509503094853,-52.896302213324546,-27.941328811444865,1,3,4,3,3,0,2,sarandi,7
422,Seberi,5.177507,11.419218,3.991054,6.559933,0.86311954,1.1855301e-09,11.20954,-1.5709131,1.7171038,1.070745,0.42335355,0.055976555,0.4178878,0.42886254,0.0047039627,-0.0009604623,0.053396042,-0.0058853226,0.0038203828,0.0041738977,2.107130883550295,0.1305932958124747,6.15167941220301,-53.36263735151007,-27.50106135204852,6,7,1,0,3,0,7,seberi,3
423,Sede Nova,5.282847,11.9521885,4.756404,5.8216596,0.47150597,0.0,11.7372675,-0.68288875,0.6956032,0.6036633,0.4208886,0.057885077,0.4208886,0.4208886,0.0,-0.0014169649,0.05439079,-0.0014169649,-0.0014169649,0.0,2.269130247698925,0.0720604505214512,6.035653438042462,-53.95315799127804,-27.64112632749128,6,7,1,0,1,0,3,sede nova,3
424,Segredo,5.1133966,11.352944,3.9039638,6.5824304,0.8857207,2.7097833e-09,11.162593,-1.6523201,1.8177902,1.1140773,0.43151575,0.050863553,0.4248162,0.44009078,0.006613114,5.9888305e-05,0.04752152,-0.005912341,0.006160142,0.005170729,1.6698165443499726,0.1340284126505757,4.485021536894447,-52.92942931139399,-29.31248660214896,1,3,3,3,3,-1,2,segredo,0
425,Selbach,5.054577,11.350511,4.1665215,6.0327034,0.72139394,-2.34989e-08,11.165251,-1.1761024,1.2564619,0.9197558,0.43033448,0.051664323,0.43033448,0.43033448,0.0,-0.0009911018,0.048204757,-0.0009911018,-0.0009911018,0.0,1.6291318189283697,0.1172824872657863,5.002795520612918,-52.97862748336879,-28.66861124640238,1,3,4,0,1,0,7,selbach,0
426,Senador Salgado Filho,5.2869253,12.408668,4.375207,6.2807937,0.69953805,-1.0246367e-08,12.19073,-1.2029203,1.2527139,0.8830384,0.41787875,0.061286725,0.41787875,0.41787875,0.0,-0.0015177011,0.057088617,-0.0015177011,-0.0015177011,0.0,2.4760191604919575,0.1101447331057206,5.734947153685919,-54.536799789665,-28.028828261503843,6,7,1,0,1,0,3,senador salgado filho,8
427,Sentinela do Sul,4.156625,9.561328,2.9487717,5.6258245,0.882774,7.494244e-09,9.3988085,-1.6355057,1.8348956,1.1036606,0.42243147,0.052703097,0.4117721,0.4314975,0.007658946,0.001170874,0.047629993,-0.0068000783,0.008961431,0.006139433,2.3729775421288606,0.1580576073491371,5.747186773252774,-51.60768649727741,-30.625293045487904,3,5,0,9,0,-1,9,sentinela do sul,6
428,Serafina Corrêa,5.1911454,11.548786,4.123624,6.4151425,0.83014464,-1.2553917e-08,11.352925,-1.4209583,1.5433534,1.0435046,0.43701485,0.046236135,0.43444636,0.43958333,0.0025684955,0.00014158167,0.044162266,-0.0022752783,0.0025584418,0.00241686,1.6330623297411773,0.1123035172914506,5.592804322210661,-51.93367610872232,-28.701568512481018,1,3,4,5,5,0,7,serafina corrêa,5
429,Sério,5.170569,11.329353,4.549895,5.7906485,0.5459181,5.461907e-09,11.1460495,-0.80199856,0.81632525,0.7059362,,,,,,,,,,,1.6269713024307848,0.0687156557688075,5.147740537750285,-52.24341572363572,-29.39509539626607,1,3,8,0,7,0,4,sério,5
